,smiles,prediction_neglogld50,actual_neglogld50,prediction_epa,actual_epa,prediction_epa_from_neglog
38820,O=C1[C@H]2CCCC[C@H]2C(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1,2.2502308,2.6904873460000003,2,2,2
38821,O=C1c2c(Br)c(Br)c(Br)c(Br)c2C(=O)N1CCN1C(=O)c2c(Br)c(Br)c(Br)c(Br)c2C1=O,2.604394,2.103334749,2,3,2
38822,O=C1c2c(Cl)c(Cl)c(Cl)c(Cl)c2C(=O)C1c1ccc2cccc(N3C(=O)c4c(Cl)c(Cl)c(Cl)c(Cl)c4C3=O)c2n1,2.2567527,1.841339445,2,3,2
38823,O=C1c2c(Cl)c(Cl)c(Cl)c(Cl)c2C2=Nc3cccc4cccc(c34)N12,2.8602483,1.814786233,2,3,2
38824,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,2.435963,2.8140756660000004,2,2,2
38825,O=C1c2c(cc(S(=O)(=O)O)cc2Nc2nc(Cl)nc(Cl)n2)C=C(S(=O)(=O)O)C1N=Nc1cc([N+](=O)[O-])ccc1O,2.6032481,1.840980541,2,3,2
38826,O=C1c2c(cc(S(=O)(=O)O)cc2Nc2nc(Cl)nc(Cl)n2)C=C(S(=O)(=O)O)C1N=Nc1ccccc1,2.6126144,1.884186207,2,3,2
38827,O=C1c2c(cc(S(=O)(=O)O)cc2Nc2nc(Cl)nc(Nc3ccccc3)n2)C=C(S(=O)(=O)O)C1N=Nc1ccccc1S(=O)(=O)O,2.5507288,2.02208689,2,3,2
38828,O=C1c2cc(Cl)ccc2OC2CCON12,2.1421604,2.16306707,2,2,2
38829,O=C1c2cc([N+](=O)[O-])ccc2-c2c1cc([N+](=O)[O-])cc2[N+](=O)[O-],2.2039075,1.502508421,2,3,2
38830,O=C1c2ccc(Br)cc2C(=O)C1(Br)c1ccc2ccccc2c1,2.3010774,2.156443139,2,2,2
38831,O=C1c2ccc(Br)cc2C(=O)C1c1ccccc1,2.0887628,3.302675745,2,1,2
38832,O=C1c2ccc(N(c3ccc(Cl)cc3)c3ccc(Cl)cc3)cc2C(=O)N1Cc1cccnc1,2.1742642,2.132028114,2,2,2
38833,O=C1c2ccc(O)c(O)c2C(=O)c2c(Nc3ccc(O)cc3)ccc(Nc3ccc(O)cc3)c21,2.5126312,1.782413376,2,3,2
38834,O=C1c2ccc(Oc3ccc(Cl)cc3)cc2C(=O)N1Cc1cccnc1,1.9446628,2.017972499,2,2,2
38835,O=C1c2ccc3c4c(ccc(c24)C(=O)C1(Cl)Cl)CC3,2.628543,1.464048008,2,3,2
38836,O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1CCc1ccccc1)c64)C(=O)N(CCc1ccccc1)C5=O,2.7511473,1.981229292,2,3,2
38837,O=C1c2cccc(Br)c2C(=O)C1c1ccccc1,2.4192984,2.606610731,2,2,2
38838,O=C1c2cccc(S(=O)(=O)O)c2C(=O)c2c1cccc2S(=O)(=O)O,2.3816707,2.294411993,2,2,2
38839,O=C1c2cccc(S(=O)(=O)O)c2C(=O)c2cccc(S(=O)(=O)O)c21,2.3819404,2.193894017,2,2,2
38840,O=C1c2cccc(Sc3ccccc3)c2C(=O)c2c(Sc3ccccc3)cccc21,2.4120321,2.257781906,2,2,2
38841,O=C1c2ccccc2-c2c([N+](=O)[O-])cc3c4cc([N+](=O)[O-])c5c6c(ccc(c7ccc1c2c73)c64)C(=O)c1ccccc1-5,2.920708,1.7375853980000002,2,3,2
38842,O=C1c2ccccc2-c2ccc3c4c(ccc1c24)-c1c(Br)ccc(Br)c1C3=O,2.244217,2.137660791,2,2,2
38843,O=C1c2ccccc2C(=O)C1C(=O)C(c1ccccc1)c1ccc(Cl)cc1,2.5531025,4.619583723,2,0,2
38844,O=C1c2ccccc2C(=O)C1C(=O)C(c1ccccc1)c1ccccc1,1.7644353,5.385833446,3,0,3
38845,O=C1c2ccccc2C(=O)C1c1c(Cl)cccc1Cl,2.1134207,2.791993578,2,1,2
38846,O=C1c2ccccc2C(=O)C1c1ccc(C(F)(F)F)cc1,2.4621801,3.166092075,2,1,2
38847,O=C1c2ccccc2C(=O)C1c1ccc(Cl)cc1,2.4238744,2.947007568,2,1,2
38848,O=C1c2ccccc2C(=O)C1c1ccc2cc(S(=O)(=O)O)cc(S(=O)(=O)O)c2n1,2.2516208,2.092839901,2,2,2
38849,O=C1c2ccccc2C(=O)C1c1ccc2ccccc2n1,2.1777205,1.561564066,2,3,2
38850,O=C1c2ccccc2C(=O)C1c1ccccc1,1.5432776,3.1346404860000003,3,1,3
38851,O=C1c2ccccc2C(=O)N1C1CCCNC1,2.0758636,2.320839018,2,2,2
38852,O=C1c2ccccc2C(=O)N1CC1=Nc2ccccc2Cc2ccccc21,2.847534,2.107536683,2,2,2
38853,O=C1c2ccccc2C(=O)N1CC1CO1,2.0001981,1.635819434,2,2,2
38854,O=C1c2ccccc2C(=O)N1CCO,1.7461221,1.841965497,2,2,2
38855,O=C1c2ccccc2C(=O)N1CCc1ccccn1,1.8907028,2.467372321,2,2,2
38856,O=C1c2ccccc2C(=O)N1SC(Cl)(Cl)Cl,2.8692205,1.932412263,1,2,1
38857,O=C1c2ccccc2C(=O)N1SC1CCCCC1,2.0291848,1.798122527,2,2,2
38858,O=C1c2ccccc2C(=O)c2c(NCCO)ccc(NCCO)c21,2.3095837,1.638625015,2,3,2
38859,O=C1c2ccccc2C(=O)c2c(Nc3ccc(Oc4ccc(S(=O)(=O)O)cc4)cc3)ccc(Nc3ccc(Oc4ccc(S(=O)(=O)O)cc4)cc3)c21,2.777944,1.934181755,2,3,2
38860,O=C1c2ccccc2C(=O)c2c(O)ccc(O)c21,2.4166138,1.5846488159999998,2,3,2
38861,O=C1c2ccccc2C(=O)c2c1ccc(C(=O)O)c2[N+](=O)[O-],2.1010687,1.929012908,2,2,2
38862,O=C1c2ccccc2C(=O)c2c1ccc1c2[nH]c2ccc3c4ccc5c6c(ccc(c(=O)c3c21)c46)c1ccc2c(=O)c3ccccc3c3nn5c1c23,2.7234929,1.823211643,2,3,2
38863,O=C1c2ccccc2C(=O)c2c1cccc2S(=O)(=O)O,2.5162272,1.158784518,2,3,2
38864,O=C1c2ccccc2C(=O)c2ccccc21,1.5085955,1.716345548,3,2,3
38865,O=C1c2ccccc2C(c2ccc(O)cc2)(c2ccc(O)cc2)N1c1ccccc1,2.4331355,2.155390129,2,2,2
38866,O=C1c2ccccc2C2=Nc3cccc4cccc(c34)N12,2.072376,1.635951568,2,3,2
38867,O=C1c2ccccc2CCC1CNCCc1ccc(O)cc1,2.1403973,2.65747067,2,2,2
38868,O=C1c2ccccc2CN2C(=O)c3ccccc3CN12,2.8253844,1.4220708709999998,1,3,1
38869,O=C1c2ccccc2N(C(=O)CN2CCOCC2)CN1c1ccccc1,2.3291276,2.199456198,2,2,2
38870,O=C1c2ccccc2OC1c1ccccc1,2.0038736,1.845577567,2,2,2
38871,O=C1c2ccccc2S(=O)(=O)N1CCCCNCC1CCc2ccccc2O1,2.38706,3.09205751,2,1,2
38872,O=C=NC1CCC(CC2CCC(N=C=O)CC2)CC1,2.7250125,1.532903223,1,3,1
38873,O=C=NC1CCCCC1,2.0519807,2.395073185,2,2,2
38874,O=C=NCC1CCC(CN=C=O)CC1,2.892955,2.084205271,1,2,1
38875,O=C=NCCCCCCN=C=O,2.7532372,2.296907973,1,2,1
38876,O=C=NCCCCCCNC(=O)N(CCCCCCN=C=O)C(=O)NCCCCCCN=C=O,3.037306,1.679923822,1,3,1
38877,O=C=NCCOC(=O)C1C2C=CC(C2)C1C(=O)OCCN=C=O,2.5664656,1.176,2,3,2
38878,O=C=NCCOC(=O)C1CC=CCC1C(=O)OCCN=C=O,2.2909527,1.492,2,3,2
38879,O=C=NCCOC(=O)OCCN=C=O,1.9875814,2.018,2,2,2
38880,O=C=NCc1ccc(CN=C=O)cc1,2.7706528,1.621374797,1,2,1
38881,O=C=NCc1cccc(CN=C=O)c1,2.7578683,1.701948014,1,2,1
38882,O=C=NS(=O)(=O)c1ccccc1C(F)(F)F,2.7441833,2.339295861,1,2,1
38883,O=C=Nc1cc(Cl)cc(Cl)c1,2.8213964,1.429089839,1,3,1
38884,O=C=Nc1ccc(Br)cc1,1.9866619,1.791556885,2,2,2
38885,O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1,3.1234975,1.434598407,1,3,1
38886,O=C=Nc1ccc(Cc2ccc(N=C=O)cc2N=C=O)cc1,2.435733,1.464246364,2,3,2
38887,O=C=Nc1ccc(Cl)c(C(F)(F)F)c1,2.8360505,2.646531153,1,1,1
38888,O=C=Nc1ccc(Cl)c(Cl)c1,2.1988819,2.956124544,2,1,2
38889,O=C=Nc1ccc(Cl)cc1,2.6143703,1.911681109,1,2,1
38890,O=C=Nc1ccc(OC(F)(F)F)cc1,2.6411424,2.060514,1,2,1
38891,O=C=Nc1ccc([N+](=O)[O-])cc1,3.2252057,2.011041526,1,2,1
38892,O=C=Nc1cccc(C(F)(F)F)c1,2.601364,1.6934809990000002,1,2,1
38893,O=C=Nc1cccc(Cl)c1,2.1079834,1.563051438,2,2,2
38894,O=C=Nc1cccc2c(N=C=O)cccc12,2.3273716,1.447554919,2,3,2
38895,O=C=Nc1cccc2ccccc12,2.5919027,1.788866131,1,2,1
38896,O=C=Nc1ccccc1,2.7190971,2.13647637,1,2,1
38897,O=C=Nc1ccccc1C(F)(F)F,2.6691036,1.427022169,1,3,1
38898,O=CC(Br)(Br)Br,2.297079,3.448305843,2,1,2
38899,O=CC(Br)=Cc1ccccc1,2.540365,2.163033816,2,2,2
38900,O=CC(Cl)(Cl)CCl,2.6895955,2.665,1,1,1
38901,O=CC(Cl)(Cl)Cl,2.773586,2.487220888,1,1,1
38902,O=CC(Cl)=C(Cl)C(=O)O,2.7725923,2.667884987,1,1,1
38903,O=CC(Cl)CCl,1.7850283,2.899581137,2,1,2
38904,O=CC(O)C(O)C(O)C(O)CO,1.8645532,1.255605303,2,3,2
38905,O=CC(O)C(O)C(O)C(O)COC1OC(CO)C(O)C(O)C1O,2.136109,2.268406722,2,2,2
38906,O=CC(O)C(O)C(O)C(O)COC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,2.4863205,2.22568654,2,2,2
38907,O=CC(O)C1OC(=O)C(O)C1O,1.6334329,1.216,2,3,2
38908,O=CC(OC(C=O)C(O)C(O)C(O)CO)C(O)C(O)C(O)CO,2.344705,1.990335049,2,2,2
38909,O=CC12CC=CCC1C1CC=CCC1O2,2.2071953,1.970155145,2,2,2
38910,O=CC1=C(C(Cl)(Cl)Cl)C(Cl)(Cl)C(O)C1(Cl)Cl,2.006204,2.8660154510000004,2,1,2
38911,O=CC1=C(Cl)C(=CO)CCC1,1.7413299,2.936038473,2,1,2
38912,O=CC1=C(Cl)C(C=O)CCC1,2.3003085,2.195675783,2,2,2
38913,O=CC1=CCCCC1,2.1843274,2.021,2,2,2
38914,O=CC1C(=O)N(c2ccccc2)N=C1c1ccccc1,1.9275632,2.524993868,2,2,2
38915,O=CC1CC=CCC1,1.6786487,1.6780000000000002,2,2,2
38916,O=CC1CCC=CO1,2.2275383,1.357748973,2,2,2
38917,O=CC1CO1,1.7131833,1.928293412,2,2,2
38918,O=CC=CC1CO1,1.6443491,3.199281745,2,1,2
38919,O=CC=CO,1.8003615,1.941785126,2,2,2
38920,O=CC=Cc1ccccc1,1.8106087,1.774753628,2,2,2
38921,O=CC=Cc1ccco1,1.7777936,2.152299013,2,2,2
38922,O=CC=O,2.920723,1.219629428,1,2,1
38923,O=CCC(=O)c1ccc(C2CCCCC2)cc1,2.4268172,2.6633371340000003,2,1,2
38924,O=CCC1CC2CC1C1CCCC21,1.9010105,2.552120441,2,1,2
38925,O=CCC=O,3.1111023,2.05699526,1,2,1
38926,O=CCCCC(=O)CO,1.4730914,0.883971892,2,3,2
38927,O=CCCCC(O)C=O,1.4786903,1.114377386,2,3,2
38928,O=CCCCC=O,1.6347793,2.47416855,2,1,2
38929,O=CCCc1ccccc1,1.9704529,1.2526200509999998,2,3,2
38930,O=CCCl,1.6994851,2.849535613,2,1,2
38931,O=CCc1ccccc1,1.5062201,1.889395692,2,2,2
38932,O=CN(O)CCCP(=O)(O)O,2.5566766,1.262644917,2,3,2
38933,O=CN(c1ncnc2c1ncn2C1CC1)C1CC1,2.1016402,3.143050506,2,1,2
38934,O=CN(c1ncnc2c1ncn2CC1CC1)C1CC1,2.3730521,2.711464718,2,2,2
38935,O=CN1CCCCC1,2.4389477,2.106,1,2,1
38936,O=CNC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,2.5557032,2.678,2,2,2
38937,O=CNC(N1CCN(C(NC=O)C(Cl)(Cl)Cl)CC1)C(Cl)(Cl)Cl,3.2642543,1.649450695,1,3,1
38938,O=CNC(N1CCOCC1)C(Cl)(Cl)Cl,2.6836548,2.421896283,2,2,2
38939,O=CNC(Nc1ccc(Cl)c(Cl)c1)C(Cl)(Cl)Cl,2.244943,2.12895858,2,2,2
38940,O=CNc1ccc(Br)cc1,2.3480496,2.251887968,2,2,2
38941,O=CNc1ccc(Cl)cc1,1.9367435,2.316903669,2,2,2
38942,O=CO,1.7146561,1.6216011119999998,2,2,2
38943,O=COC1CCC2CCCCC2C1,2.5146396,1.385637251,2,3,2
38944,O=COCC=Cc1ccccc1,1.7753483,1.74762072,2,2,2
38945,O=COCCCc1ccccc1,1.6857579,1.603660424,2,2,2
38946,O=COCCOC=O,1.4937497,1.89322882,2,2,2
38947,O=COCCc1ccccc1,1.559563,1.6687475530000002,2,2,2
38948,O=COCc1ccccc1,1.5232683,1.98788961,2,2,2
38949,O=Cc1c(-c2ccccc2)nn(-c2ccccc2)c1O,2.8008568,2.524993868,1,2,1
38950,O=Cc1c(O)ccc2ccccc12,2.4140882,1.495548625,2,3,2
38951,O=Cc1cc([N+](=O)[O-])ccc1Cl,1.6883117,1.763348428,2,2,2
38952,O=Cc1cc([N+](=O)[O-])ccc1O,3.0558875,2.3204816480000003,1,2,1
38953,O=Cc1ccc(-c2ccccc2)cc1,1.8741473,2.208532409,2,2,2
38954,O=Cc1ccc(CO)o1,2.185002,1.702812961,2,2,2
38955,O=Cc1ccc(Cl)cc1,1.8386035,2.090223451,2,2,2
38956,O=Cc1ccc(N/C=N\O)cc1,1.6635115,1.671209881,2,2,2
38957,O=Cc1ccc(O)cc1,2.4088936,1.734614946,1,2,1
38958,O=Cc1ccc(O)cc1O,1.8642808,2.538202867,2,1,2
38959,O=Cc1ccc([N+](=O)[O-])cc1,2.6931026,1.507226961,1,2,1
38960,O=Cc1ccc2c(c1)OCO2,1.8909575,1.745112399,2,2,2
38961,O=Cc1cccc(Br)c1,1.8840116,2.215680286,2,2,2
38962,O=Cc1cccc(Oc2ccccc2)c1,1.9219855,2.210078457,2,2,2
38963,O=Cc1cccc2ccccc12,1.8931106,2.369510707,2,2,2
38964,O=Cc1ccccc1,1.8446035,1.890999241,2,2,2
38965,O=Cc1ccccc1-c1ccccc1C=O,2.785405,1.870912386,1,2,1
38966,O=Cc1ccccc1C(=O)O,1.8538355,1.301414899,2,3,2
38967,O=Cc1ccccc1Cl,1.8903714,1.74459741,2,2,2
38968,O=Cc1ccccc1O,2.002698,2.380933752,2,2,2
38969,O=Cc1ccccn1,2.4741957,2.262682262,1,2,1
38970,O=Cc1ccco1,1.7640188,2.957349729,2,1,2
38971,O=Cc1cccs1,2.4121032,2.088389801,1,2,1
38972,O=Cc1ccncc1,2.3980052,1.6578472169999998,1,2,1
38973,O=NC1C=CC(=NNC(=O)c2ccccc2)C=C1,2.8713741,3.382467322,1,1,1
38974,O=NC1C=CC(N=O)C=C1,2.7792928,2.473757455,1,1,1
38975,O=NC1CNCCN1N=O,2.2643068,2.954646457,2,1,2
38976,O=NCCN=O,2.8254352,2.86926131,1,1,1
38977,O=NCNc1ccccc1,2.8951335,2.781847887,1,1,1
38978,O=NCNc1cccnc1,2.0276964,4.137170479,2,0,2
38979,O=NCNc1ccncc1,1.7782594,2.8361404830000003,2,1,2
38980,O=NN(C1CCCCC1)C1CCCCC1,2.3959394,1.447821375,2,3,2
38981,O=NN(CC(F)(F)F)CC(F)(F)F,3.112091,2.845257252,1,1,1
38982,O=NN(CCCC(F)(F)F)CCCC(F)(F)F,3.0112228,2.550122315,1,2,1
38983,O=NN(CCCl)/C(O)=N/C1CC2CCC1C2,2.7847755,3.47134474,1,1,1
38984,O=NN(CCCl)C(=O)NC1CCCCC1,2.9433877,3.523558814,1,1,1
38985,O=NN(CCCl)C(=O)NCCCl,3.0258987,4.029489293999999,1,0,1
38986,O=NN(CCCl)C(=O)NCCS(=O)(=O)N1CCCCC1,2.4656813,3.4173800080000003,2,1,2
38987,O=NN(CCCl)C(=O)NCCS(=O)(=O)NCc1ccccc1,2.9013572,3.144651409,1,1,1
38988,O=NN(CCF)C(=O)NC1CCCCC1,2.9462647,4.069776062,1,0,1
38989,O=NN(CCO)CCO,2.2683976,1.25248085,2,3,2
38990,O=NN(Cc1ccccc1)Cc1ccccc1,2.1784294,2.400401741,2,2,2
38991,O=NN(O)c1ccccc1,1.7463274,2.841422359,2,1,2
38992,O=NN(c1cccc(C(F)(F)F)c1)c1ccccc1C(=O)O,2.8675885,2.537442683,1,2,1
38993,O=NN(c1ccccc1)c1ccccc1,2.0533829,2.035895558,2,2,2
38994,O=NN1CC=CCO1,2.500582,2.10305836,1,2,1
38995,O=NN1CCCC1,1.8091897,2.046282669,2,2,2
38996,O=NN1CCCCC1,2.4828112,2.756438311,1,1,1
38997,O=NN1CCCCCC1,2.8248203,2.581464049,1,1,1
38998,O=NN1CCCCCCC1,2.14401,2.701119269,2,1,2
38999,O=NN1CCCCCCCC1,2.1271563,2.440945222,2,2,2
39000,O=NN1CCCCO1,1.8694378,2.145828935,2,2,2
39001,O=NN1CCCOC1,2.2720754,2.286755777,2,2,2
39002,O=NN1CCN(N=O)CC1,2.6702561,2.954646457,1,1,1
39003,O=NN1CCNCC1,2.376826,1.707102698,1,2,1
39004,O=NN1CCOC1,2.3313327,1.832904707,1,2,1
39005,O=NN1CCOCC1,2.1834304,2.614657919,2,1,2
39006,O=NN1CCSC1,2.865415,1.782439546,1,2,1
39007,O=NN1CCc2ccccc21,2.110674,2.665595647,2,1,2
39008,O=NN1CN(N=O)CN(N=O)C1,3.797951,3.036728676,0,1,0
39009,O=NN1CN2CN(C1)CN(N=O)C2,2.8369937,2.296793509,1,2,1
39010,O=NNC1=NCCN1Cc1ccc(Cl)nc1,2.8944266,1.981666419,1,2,1
39011,O=NNC1C=CC=CC1(C(=O)O)c1cccc(C(F)(F)F)c1,2.8369823,2.540255765,1,2,1
39012,O=Nc1ccc(N=O)cc1,3.189589,2.125289862,1,2,1
39013,O=Nc1ccc(NNC(=O)c2ccccc2)cc1,1.715399,3.382467322,2,1,2
39014,O=P(CC(Br)CCl)(OC(CCl)CBr)OC(CCl)CBr,3.0393097,2.7060000000000004,2,2,2
39015,O=P(CCCl)(OCCCl)OCCCl,2.0477586,2.486063205,2,2,2
39016,O=P(CCn1c(Cc2ccccc2)nc2ccccc21)(OCCCl)OCCCl,2.476299,1.852337317,2,3,2
39017,O=P(Cl)(Oc1ccccc1)Oc1ccccc1,2.5756602,2.368466372,2,2,2
39018,O=P(N1CC1)(N1CC1)N1CC1,3.0584762,3.670235821,1,0,1
39019,O=P(N=P(c1ccccc1)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,2.9677365,1.867383818,2,3,2
39020,O=P(O)(O)CCCl,2.6933477,1.609621461,1,2,1
39021,O=P(O)(O)CN(CC(O)CN(CP(=O)(O)O)CP(=O)(O)O)CP(=O)(O)O,2.3677125,2.0350572330000003,2,2,2
39022,O=P(O)(O)CN(CP(=O)(O)O)CP(=O)(O)O,3.2355905,1.4756989269999998,1,3,1
39023,O=P(O)(O)O/C(=C\Cl)c1ccc(Cl)cc1Cl,2.9151375,4.368,1,0,1
39024,O=P(O)(O)OC(=CCl)c1ccc(Cl)cc1Cl,2.2099383,4.368165257,2,0,2
39025,O=P(O)(O)OCC(Cl)(Cl)Cl,2.751246,2.081807627,1,2,1
39026,O=P(O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(O)ncnc32)C(O)C1O,2.405871,2.053,2,2,2
39027,O=P(O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(O)ncnc32)[C@H](O)[C@@H]1O,2.415178,2.052994268,2,2,2
39028,O=P(O)(O)Oc1c(Br)cc(Br)cc1-c1cc(Br)cc(Br)c1O,2.7778916,3.612465217,2,1,2
39029,O=P(O)(O)Oc1ccccc1,2.5610156,1.880943332,1,2,1
39030,O=P(O)(O)c1ccccc1,2.1295705,1.654844596,2,2,2
39031,O=P(O)(OCCCCCl)OCCCCCl,3.2016556,3.445759836,1,1,1
39032,O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl,3.392213,2.265910711,1,2,1
39033,O=P(OC=C(Cl)Cl)(OCCCl)OCCCl,3.2001224,4.104377841,1,0,1
39034,O=P(OCC(Br)CBr)(OCC(Br)CBr)OCC(Br)CBr,3.3806293,2.861343332,1,2,1
39035,O=P(OCC(CBr)(CBr)CBr)(OCC(CBr)(CBr)CBr)OCC(CBr)(CBr)CBr,3.9103494,2.211995757,1,3,1
39036,O=P(OCC(Cl)CCl)(OCC(Cl)CCl)OCC(Cl)CCl,2.1715271,2.182597114,2,2,2
39037,O=P(OCCCCl)(OCCCCl)OCCCCl,2.684026,2.339215513,2,2,2
39038,O=P(OCCCl)(OCCCl)OC1CCC(C(Br)CBr)CC1Cl,2.821991,2.126,2,2,2
39039,O=P(OCCCl)(OCCCl)OCC(CO)(CO)COP(=O)(OCCCl)OCCCl,2.9474819,2.04574945,2,2,2
39040,O=P(OCCCl)(OCCCl)OCCCl,2.6360748,2.555771919,2,2,2
39041,O=P(Oc1ccccc1)(Oc1ccccc1)OC1CCCCC1,2.4470317,2.131,2,2,2
39042,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1cccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)c1,4.142503,1.963311807,0,3,0
39043,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,2.7035425,1.76735623,2,3,2
39044,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1-c1ccccc1,2.8389564,1.604599435,2,3,2
39045,O=P1(N(CCCl)CCCl)NCCCO1,3.1658623,3.3028452230000003,1,1,1
39046,O=P1(N(CCCl)CCCl)OCCCN1CCCl,3.2922544,3.204641038,1,1,1
39047,O=P1(NCCCl)OCCCN1CCCl,2.0170584,3.261452537,2,1,2
39048,O=P1(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)O1,3.2064602,2.042637963,1,2,1
39049,O=S(=O)(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,1.9532785,2.741888549,2,2,2
39050,O=S(=O)(C(Cl)CCl)C(Cl)CCl,2.8367643,3.016981555,1,1,1
39051,O=S(=O)(CCCl)COCS(=O)(=O)CCCl,2.4082856,3.250647953,2,1,2
39052,O=S(=O)(CCO)CS(=O)(=O)CCO,2.9832652,1.860859969,1,2,1
39053,O=S(=O)(CCl)c1ccc(Br)cc1,1.9375044,1.555573239,2,3,2
39054,O=S(=O)(Cl)CCCl,1.8468983,2.832042967,2,1,2
39055,O=S(=O)(Cl)CCl,1.7788575,2.602637499,2,1,2
39056,O=S(=O)(Cl)c1ccc(Cl)cc1,1.7552793,1.6960355230000002,2,2,2
39057,O=S(=O)(Cl)c1ccccc1,1.8741157,1.966016349,2,2,2
39058,O=S(=O)(Cl)c1ccccc1Cl,2.6410692,1.449363189,1,3,1
39059,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.0104504,2.485961077,1,2,1
39060,O=S(=O)(F)C1CCC(S(=O)(=O)F)C1,3.1234326,4.472043238,1,0,1
39061,O=S(=O)(F)CCCl,1.8604435,3.467075084,2,0,2
39062,O=S(=O)(N/C(O)=N/C1CCCCC1)c1ccc(Cl)cc1,3.0228567,2.317529038,1,2,1
39063,O=S(=O)(NCl)c1ccccc1,2.0407372,2.221786056,2,2,2
39064,O=S(=O)(Nc1ncc(OCCO)cn1)c1ccccc1,2.8398726,1.567202873,1,3,1
39065,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.6493895,3.2994057110000004,1,1,1
39066,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.6908092,2.843794646,2,1,2
39067,O=S(=O)(O)C(F)(F)F,2.8232722,2.010180169,1,2,1
39068,O=S(=O)(O)CC(O)CNC1CCCCC1,2.6452954,1.935845579,2,2,2
39069,O=S(=O)(O)CCCS,1.8328788,1.601249025,2,2,2
39070,O=S(=O)(O)CCN1CCN(CCO)CC1,3.147386,1.937649854,1,2,1
39071,O=S(=O)(O)CCO,1.879691,1.401858721,2,2,2
39072,O=S(=O)(O)CCS,1.8054826,1.50551968,2,2,2
39073,O=S(=O)(O)CO,1.9656005,1.544478879,2,2,2
39074,O=S(=O)(O)Cc1ccccc1,2.0465674,2.236045757,2,2,2
39075,O=S(=O)(O)NC1CCCCC1,2.3633623,1.253393931,2,3,2
39076,O=S(=O)(O)O,2.2216346,2.447507985,2,1,2
39077,O=S(=O)(O)OC1C(OS(=O)(=O)O)C(OS(=O)(=O)O)C(OS(=O)(=O)O)C(OS(=O)(=O)O)C1OS(=O)(=O)O,2.334454,1.944837859,2,3,2
39078,O=S(=O)(O)OCCOc1cc(Cl)c(Cl)cc1Cl,2.3676584,2.649936276,2,2,2
39079,O=S(=O)(O)OCCOc1ccc(Cl)cc1Cl,2.029425,2.52205265,2,2,2
39080,O=S(=O)(O)Oc1ccc(C(c2ccc(O)cc2)c2ccccn2)cc1,2.6260734,1.95107876,2,2,2
39081,O=S(=O)(O)Oc1ccc(C(c2ccc(OS(=O)(=O)O)cc2)c2ccccn2)cc1,2.325158,1.640885986,2,3,2
39082,O=S(=O)(O)c1c(Cl)c(Cl)c(Cl)c2[nH]c(C(F)(F)F)nc12,2.934689,3.229199085,1,1,1
39083,O=S(=O)(O)c1c(O)ccc2ccccc12,2.0939817,1.849648012,2,2,2
39084,O=S(=O)(O)c1cc(-n2nc3ccc4ccccc4c3n2)ccc1C=Cc1ccccc1,2.4503362,1.630877453,2,3,2
39085,O=S(=O)(O)c1cc(Cl)ccc1C=Cc1ccc(-n2nc3cc(S(=O)(=O)O)c4ccccc4c3n2)cc1S(=O)(=O)O,2.4975774,1.793787452,2,3,2
39086,O=S(=O)(O)c1cc(Cl)ccc1C=Cc1ccc(-n2nc3ccc4c(S(=O)(=O)O)cccc4c3n2)cc1S(=O)(=O)O,2.4853616,1.793787452,2,3,2
39087,O=S(=O)(O)c1cc(Nc2nc(Cl)nc(Cl)n2)c2c(O)c(/N=N/c3ccccc3)c(S(=O)(=O)O)cc2c1,2.476373,1.884,2,3,2
39088,O=S(=O)(O)c1cc(Nc2nc(Cl)nc(Cl)n2)c2c(O)c(N=Nc3ccccc3)c(S(=O)(=O)O)cc2c1,2.5682697,1.884186207,2,3,2
39089,O=S(=O)(O)c1cc(Nc2nc(Cl)nc(N(CCO)CCO)n2)ccc1C=Cc1ccc(Nc2nc(Cl)nc(N(CCO)CCO)n2)cc1S(=O)(=O)O,2.765591,1.905031087,2,3,2
